Positive,Neutral,Negative,Compound,numQuest,numChars,numPers
0.22,0.499,0.281,-0.4717,0,138,4
0,0.764,0.236,-0.5255,1,67,0
0,0.764,0.236,-0.5255,1,66,0
0.241,0.759,0,0.2263,0,41,0
0,1,0,0,4,25,0
0,1,0,0,0,53,2
0,0.563,0.437,-0.4767,0,40,0
0,1,0,0,0,61,5
0.117,0.883,0,0.4898,0,138,2
0.111,0.889,0,0.3612,0,126,4
0.342,0.658,0,0.886,0,138,0
0.182,0.659,0.159,0.1531,0,126,5
0,1,0,0,0,74,1
0,0.784,0.216,-0.296,0,52,1
0,0.612,0.388,-0.2263,0,35,0
0,0.78,0.22,-0.5859,0,111,1
0.311,0.689,0,0.7983,0,136,3
0,0.779,0.221,-0.6739,0,126,3
0,0.579,0.421,-0.8402,0,91,1
0.184,0.816,0,0.4019,0,89,0
0.096,0.904,0,0.2023,0,126,3
0.189,0.811,0,0.2732,0,69,1
0.126,0.874,0,0.3182,0,95,1
0,1,0,0,0,15,0
0.311,0.689,0,0.6204,0,60,0
0.272,0.728,0,0.6249,0,125,0
0.111,0.838,0.051,0.3327,0,132,4
0.391,0.609,0,0.851,1,134,0
0,0.746,0.254,-0.6981,1,133,1
0,0.833,0.167,-0.34,0,90,3
0.112,0.811,0.077,0.2263,0,129,3
0.166,0.834,0,0.4201,1,132,3
0,1,0,0,1,74,1
0,0.61,0.39,-0.4939,0,26,1
0.551,0.449,0,0.5684,0,40,0
0.259,0.741,0,0.4926,0,86,1
0,0.711,0.289,-0.2584,0,47,1
0.329,0.671,0,0.6588,0,81,2
0,1,0,0,0,30,0
0.241,0.759,0,0.5859,0,83,3
0,0.808,0.192,-0.2263,0,53,2
0.177,0.737,0.086,0.3544,0,138,0
0.121,0.879,0,0.4404,0,126,4
0,1,0,0,0,41,3
0.122,0.802,0.076,0.2481,0,107,1
0,0.65,0.35,-0.4015,0,39,0
0.592,0.408,0,0.7003,0,35,0
0,1,0,0,0,26,3
0,0.941,0.059,-0.0516,0,128,6
0,1,0,0,3,25,0
0,0.828,0.172,-0.4404,1,97,1
0.298,0.426,0.277,0.0516,0,33,0
0.207,0.688,0.105,0.4215,0,125,0
0,0.78,0.22,-0.4767,0,77,1
0.34,0.66,0,0.8029,0,92,0
0.156,0.625,0.219,-0.25,0,59,3
0.385,0.615,0,0.3612,0,32,4
0,1,0,0,0,19,0
0,1,0,0,0,13,0
0,0.519,0.481,-0.5615,0,69,18
0,1,0,0,0,33,0
0.259,0.536,0.205,0.1531,0,52,3
0,1,0,0,0,43,2
0,1,0,0,0,43,0
0,1,0,0,0,22,0
0.609,0.391,0,0.8718,0,60,0
0,0.588,0.412,-0.6808,0,70,2
0,0.714,0.286,-0.25,0,43,0
0.414,0.586,0,0.6423,0,42,0
0,0.818,0.182,-0.0857,0,45,1
0.659,0.341,0,0.7783,0,23,1
0,0.743,0.257,-0.7866,0,133,0
0,1,0,0,0,59,0
0.165,0.835,0,0.4885,0,110,0
0.355,0.645,0,0.296,1,34,0
0.088,0.665,0.246,-0.5058,0,127,4
0.216,0.784,0,0.5106,0,82,1
0,0.594,0.406,-0.7322,0,64,0
0,1,0,0,0,108,4
0.136,0.864,0,0.4574,1,98,3
0,1,0,0,0,137,4
0,0.816,0.184,-0.4883,0,74,0
0.162,0.323,0.515,-0.8991,0,99,0
0,1,0,0,0,41,0
0,1,0,0,0,46,0
0,0.821,0.179,-0.5423,0,100,3
0,0.667,0.333,-0.5423,0,40,0
0.268,0.732,0,0.5267,0,87,1
0.343,0.657,0,0.7003,0,87,0
0,0.864,0.136,-0.0258,0,44,0
0.724,0.276,0,0.8885,0,55,0
0,1,0,0,0,75,5
0,1,0,0,0,25,0
0,1,0,0,0,39,0
0.179,0.821,0,0.2914,0,72,1
0,1,0,0,0,66,0
0.73,0.27,0,0.4019,0,11,0
0.438,0.562,0,0.9485,1,125,1
0.3,0.7,0,0.6924,0,59,1
0,1,0,0,0,54,4
0.236,0.764,0,0.5267,0,97,2
0,1,0,0,0,57,1
0,1,0,0,0,23,0
0,0.617,0.383,-0.4767,1,31,0
0,1,0,0,0,17,0
0,1,0,0,0,21,2
0,0.658,0.342,-0.3818,0,29,0
0.342,0.658,0,0.3818,0,32,2
0,0.881,0.119,-0.5255,0,131,1
0,1,0,0,0,37,0
0,0.714,0.286,-0.5267,0,60,7
0,0.722,0.278,-0.6597,0,95,2
0,0.87,0.13,-0.4019,1,106,3
0,0.765,0.235,-0.7762,0,128,2
0.153,0.565,0.282,-0.3182,1,77,5
0,0.608,0.392,-0.7003,0,56,2
0,1,0,0,0,36,1
0.204,0.642,0.154,0.1007,0,37,0
0,0.845,0.155,-0.296,0,76,1
0,1,0,0,0,19,0
0,0.325,0.675,-0.807,0,44,2
0,0.435,0.565,-0.3818,1,39,1
0.112,0.888,0,0.1007,0,77,0
0.149,0.851,0,0.4545,0,84,0
0,1,0,0,0,84,0
0.15,0.763,0.087,0.3595,0,115,2
0,0.775,0.225,-0.4404,0,67,4
0.125,0.735,0.14,0.1531,0,154,1
0,0.78,0.22,-0.6369,0,123,3
0,0.619,0.381,-0.4717,0,36,1
0,0.764,0.236,-0.4019,1,71,1
0,1,0,0,0,39,0
0,1,0,0,1,148,0
0,1,0,0,0,14,1
0,1,0,0,0,124,3
0,1,0,0,0,38,0
0.26,0.411,0.329,-0.1295,0,25,0
0.281,0.719,0,0.2401,0,48,1
0.167,0.833,0,0.3404,0,74,0
0.338,0.662,0,0.3724,0,30,0
0.119,0.438,0.442,-0.797,0,91,1
0,1,0,0,0,23,0
0,1,0,0,0,103,1
0.335,0.665,0,0.7622,2,96,3
0,1,0,0,0,13,0
0,0.519,0.481,-0.9413,0,134,3
0,1,0,0,0,136,0
0.146,0.854,0,0.4404,0,126,4
0,0.932,0.068,-0.1531,0,126,1
0.296,0.704,0,0.6369,0,69,1
0,1,0,0,0,136,0
0,1,0,0,0,45,0
0,1,0,0,0,11,0
0,1,0,0,1,72,1
0,1,0,0,0,44,0
0.698,0.302,0,0.6841,0,28,0
0,1,0,0,1,126,3
0,1,0,0,0,98,4
0,1,0,0,0,78,1
0.258,0.742,0,0.7644,0,132,0
0.764,0.236,0,0.8655,0,53,1
0,1,0,0,0,21,0
0,0.83,0.17,-0.6486,0,141,0
0.428,0.485,0.087,0.8787,2,104,1
0,0.491,0.509,-0.6358,0,55,0
0,1,0,0,0,141,1
0.046,0.954,0,0.0387,0,138,0
0.146,0.707,0.146,0,0,92,1
0.629,0.371,0,0.8588,0,58,0
0,1,0,0,0,39,1
0,1,0,0,0,28,0
0.326,0.674,0,0.4404,0,46,0
0,0.617,0.383,-0.4767,0,36,0
0.14,0.75,0.11,0.1511,0,118,2
0.524,0.476,0,0.6705,0,60,1
0.4,0.6,0,0.7178,0,75,0
0.257,0.743,0,0.6369,1,126,4
0.223,0.777,0,0.0382,0,27,1
0.214,0.786,0,0.457,0,76,0
0,1,0,0,0,21,1
0,0.816,0.184,-0.4019,0,93,3
0.266,0.734,0,0.4404,0,52,2
0.322,0.678,0,0.5859,0,52,1
0.117,0.666,0.216,-0.3661,0,121,2
0.454,0.429,0.118,0.7405,0,76,0
0,1,0,0,0,25,0
0,0.865,0.135,-0.4215,0,96,2
0,0.568,0.432,-0.5859,0,32,0
0,1,0,0,0,32,0
0,1,0,0,1,102,0
1,0,0,0.1531,0,11,1
0.223,0.777,0,0.7088,0,134,6
0.71,0.29,0,0.5994,0,23,3
0,1,0,0,0,18,0
0,0.725,0.275,-0.7351,0,120,0
0.103,0.897,0,0.3182,0,122,4
0,0.855,0.145,-0.3365,1,138,4
0,0.638,0.362,-0.1779,0,23,0
0,1,0,0,0,38,0
0,1,0,0,0,17,5
0,1,0,0,0,25,0
0,1,0,0,0,16,0
0,1,0,0,0,23,0
0,0.769,0.231,-0.743,1,136,2
0,0.68,0.32,-0.5106,0,52,4
0,1,0,0,0,69,2
0,0.769,0.231,-0.5423,0,91,0
0,0.614,0.386,-0.6597,0,57,2
0,1,0,0,0,11,0
0,1,0,0,0,48,3
0,0.254,0.746,-0.707,0,27,0
0.268,0.179,0.554,-0.3818,0,21,0
0.197,0.395,0.408,-0.3818,0,34,3
0.151,0.712,0.137,-0.3818,1,137,3
0,0.377,0.623,-0.765,0,34,4
0,0.581,0.419,-0.5574,0,62,1
0,1,0,0,0,37,1
0.398,0.602,0,0.5106,0,33,0
0.285,0.715,0,0.636,0,94,0
0.146,0.748,0.107,0.2714,0,135,9
0.173,0.827,0,0.6344,0,134,0
0.336,0.578,0.087,0.784,0,150,6
0.167,0.569,0.264,-0.34,0,135,7
0,1,0,0,0,138,0
0,1,0,0,0,134,2
0.374,0.488,0.138,0.7003,0,90,1
0,0.566,0.434,-0.3182,0,30,0
0,1,0,0,0,82,1
0.16,0.84,0,0.6369,0,122,0
0,1,0,0,0,89,3
0,1,0,0,0,19,0
0,0.807,0.193,-0.6705,0,137,1
0,0.721,0.279,-0.4767,0,58,1
0.162,0.695,0.142,0.1098,0,106,4
0,0.78,0.22,-0.4767,0,95,1
0.267,0.499,0.234,-0.1901,0,137,1
0,1,0,0,0,73,0
0.263,0.676,0.061,0.7712,0,140,3
0,0.772,0.228,-0.2808,0,100,2
0,1,0,0,0,40,0
0.326,0.674,0,0.9016,0,139,1
0,0.68,0.32,-0.5727,0,74,0
0,0.607,0.393,-0.8555,0,115,1
0,0.661,0.339,-0.8659,0,108,0
0,1,0,0,0,148,0
0,1,0,0,0,20,1
0,1,0,0,0,24,0
0,1,0,0,0,16,0
0.899,0.101,0,0.836,0,20,0
0,0.659,0.341,-0.5598,0,49,3
0,0.752,0.248,-0.5106,0,57,0
0,0.869,0.131,-0.3415,0,110,6
0.183,0.69,0.127,0.2462,0,90,3
0.327,0.673,0,0.5267,0,53,0
0,1,0,0,0,80,1
0,0.536,0.464,-0.5374,0,50,12
0,1,0,0,0,70,2
0,1,0,0,0,51,8
0,1,0,0,0,71,1
0.084,0.916,0,0.2732,0,120,0
0,0.879,0.121,-0.296,0,108,1
0.483,0.517,0,0.6808,0,43,0
0,0.667,0.333,-0.6708,1,71,1
0,1,0,0,0,50,1
0,0.465,0.535,-0.3182,0,17,0
0,0.366,0.634,-0.886,0,43,3
0.416,0.13,0.455,-0.0772,0,13,0
0,0.584,0.416,-0.6908,0,56,3
0,0.306,0.694,-0.7783,0,27,2
0,1,0,0,0,16,0
0.144,0.856,0,0.4926,0,137,4
0.165,0.835,0,0.2893,0,61,2
0.409,0.152,0.439,-0.0516,0,21,1
0,1,0,0,0,51,0
0.154,0.556,0.29,-0.296,0,97,27
0,1,0,0,0,61,0
0,1,0,0,0,43,0
0,1,0,0,0,24,1
0.137,0.71,0.153,0.1779,0,96,3
0.208,0.792,0,0.6988,0,131,0
0.191,0.809,0,0.4696,0,77,1
0,0.615,0.385,-0.3612,0,27,0
0.155,0.845,0,0.5093,0,95,0
0,0.622,0.378,-0.5644,0,43,0
0,1,0,0,0,14,1
0,1,0,0,0,46,0
0.683,0.317,0,0.6505,0,15,0
0.374,0.626,0,0.81,0,93,2
0,0.78,0.22,-0.4767,0,60,0
0,1,0,0,0,38,0
0,1,0,0,0,13,0
0,1,0,0,0,14,1
0,1,0,0,0,16,1
0,0.794,0.206,-0.3818,0,55,0
0.212,0.556,0.231,0.1596,0,82,0
0,0.588,0.412,-0.5423,0,32,1
0,1,0,0,0,48,0
0.188,0.812,0,0.3226,0,62,3
0,1,0,0,0,48,0
0.125,0.804,0.071,0.296,0,132,1
0.388,0.612,0,0.5859,0,42,1
1,0,0,0.7568,0,12,0
0.875,0.125,0,0.7901,0,22,0
0.583,0.417,0,0.7906,0,52,2
0.281,0.719,0,0.6909,0,141,2
0,1,0,0,0,91,3
0.747,0.253,0,0.9768,1,93,0
0.2,0.567,0.233,-0.2484,0,118,0
0.321,0.558,0.121,0.6486,0,95,1
0.326,0.674,0,0.743,0,106,0
0,1,0,0,0,114,2
0,1,0,0,0,10,0
0.14,0.76,0.1,0.25,0,137,3
0.197,0.803,0,0.4926,0,87,1
0.058,0.768,0.174,-0.4322,1,136,0
0,1,0,0,0,86,2
0,1,0,0,0,19,0
0.096,0.77,0.134,-0.1742,0,102,4
0,1,0,0,0,17,0
0.108,0.527,0.365,-0.9052,0,135,3
0.356,0.644,0,0.6852,0,105,1
0.31,0.69,0,0.802,0,124,0
0,1,0,0,0,111,2
0,0.674,0.326,-0.8659,0,112,0
0,1,0,0,0,91,2
0.08,0.652,0.268,-0.7351,0,128,0
0,1,0,0,0,13,0
0,1,0,0,0,10,0
0.828,0.172,0,0.7027,0,18,0
0.702,0.298,0,0.6924,0,21,0
0,1,0,0,0,39,0
0.305,0.695,0,0.2942,0,36,1
0,1,0,0,0,68,0
0,1,0,0,0,78,1
0.208,0.792,0,0.638,0,102,0
0,1,0,0,0,12,0
0,0.804,0.196,-0.296,0,52,3
0.158,0.779,0.062,0.5374,0,129,0
0,0.813,0.187,-0.3182,0,52,2
0.18,0.635,0.185,-0.0258,0,91,3
0.459,0.541,0,0.6239,0,48,1
0.332,0.668,0,0.5399,0,45,2
0.42,0.58,0,0.4404,0,22,0
0.744,0.256,0,0.4404,0,13,0
0,1,0,0,0,24,1
0,1,0,0,0,20,0
0.473,0.527,0,0.7424,0,77,3
0.508,0.492,0,0.7345,0,57,0
0,0.437,0.563,-0.3769,0,23,0
0,0.76,0.24,-0.5849,0,75,0
0.313,0.687,0,0.4927,0,45,1
0.128,0.789,0.082,0.3398,0,135,0
0.269,0.731,0,0.6988,0,82,1
0,1,0,0,0,54,0
0.495,0.505,0,0.8955,0,72,2
0,0.798,0.202,-0.5093,0,126,1
0.804,0.196,0,0.8481,0,26,0
0.48,0.52,0,0.8519,0,65,1
0.25,0.75,0,0.7184,0,137,3
0.215,0.785,0,0.6249,0,82,3
0.804,0.196,0,0.6249,0,11,0
0.709,0.291,0,0.807,0,58,1
0.213,0.686,0.101,0.5315,0,138,0
0.804,0.196,0,0.6249,1,32,2
0,1,0,0,0,119,11
0,0.85,0.15,-0.2755,0,76,2
0.299,0.585,0.117,0.6467,0,110,3
0,1,0,0,0,82,0
0.335,0.52,0.145,0.5093,0,68,2
0,0.577,0.423,-0.296,0,21,0
0.444,0.556,0,0.4926,0,30,0
0,0.605,0.395,-0.8176,0,84,3
0.236,0.764,0,0.5719,0,60,1
0.603,0.397,0,0.9213,0,69,0
0.353,0.647,0,0.6554,0,56,0
0.239,0.761,0,0.296,0,32,2
0.091,0.909,0,0.1027,0,80,2
0,0.72,0.28,-0.5423,0,63,0
0.291,0.567,0.142,0.4767,0,55,5
0.464,0.536,0,0.9393,0,120,0
0.505,0.386,0.109,0.9059,0,102,3
0.33,0.67,0,0.7506,0,101,2
0,1,0,0,0,34,11
0.348,0.652,0,0.6449,0,63,0
0,1,0,0,0,92,0
0,1,0,0,0,102,1
0,0.841,0.159,-0.5563,0,125,5
0,0.429,0.571,-0.4588,0,28,0
0.333,0.476,0.19,0.4215,0,49,1
0.12,0.692,0.188,-0.3049,0,135,1
0.318,0.604,0.078,0.7762,0,137,0
0.455,0.367,0.177,0.5484,0,58,0
0.608,0.392,0,0.6369,0,30,0
0.106,0.551,0.343,-0.6808,0,103,5
0,0.444,0.556,-0.3612,0,16,0
0,0.709,0.291,-0.6249,0,52,0
0.208,0.792,0,0.5673,0,108,1
0.163,0.707,0.13,-0.105,0,137,1
0.156,0.548,0.297,-0.5994,0,126,3
0,1,0,0,0,32,0
0.154,0.846,0,0.4767,0,90,2
0.139,0.596,0.265,-0.2263,0,67,0
0,0.882,0.118,-0.4215,0,128,6
0.07,0.785,0.145,-0.4215,0,119,5
0,0.902,0.098,-0.0516,0,66,3
0.171,0.829,0,0.4753,0,89,2
0,1,0,0,0,53,0
0.11,0.773,0.116,-0.0258,0,81,2
0,0.303,0.697,-0.3182,1,14,0
0,1,0,0,0,12,3
0,1,0,0,0,103,3
0,1,0,0,0,37,0
0,0.748,0.252,-0.4019,0,72,2
0.148,0.852,0,0.3094,2,103,1
0.309,0.691,0,0.7783,0,68,1
0,1,0,0,0,60,4
0,1,0,0,0,35,1
0.129,0.871,0,0.3664,0,133,2
0,0.85,0.15,-0.4588,0,106,3
0,1,0,0,0,54,3
0,0.886,0.114,-0.4767,0,138,4
0,1,0,0,0,61,0
0,1,0,0,3,27,0
0.538,0.462,0,0.9619,0,119,0
0,1,0,0,0,38,5
0,0.882,0.118,-0.1877,0,91,2
0.394,0.606,0,0.3818,0,34,0
0,0.82,0.18,-0.5574,0,137,2
0,1,0,0,0,35,0
0.288,0.712,0,0.6652,0,60,0
0.787,0.213,0,0.5719,0,19,0
0,1,0,0,0,137,2
0,1,0,0,1,110,0
0.188,0.652,0.159,0.1027,0,69,4
0.215,0.785,0,0.7125,0,101,2
0.169,0.662,0.169,0,0,64,1
0.351,0.649,0,0.4019,0,42,4
0.354,0.646,0,0.8091,0,116,2
0,0.612,0.388,-0.8346,0,82,3
0.425,0.575,0,0.5719,0,32,3
0,0.645,0.355,-0.6705,0,66,0
0,0.778,0.222,-0.6467,0,133,3
0,1,0,0,0,46,1
0.225,0.775,0,0.4404,0,55,2
0,1,0,0,0,44,0
0,0.811,0.189,-0.3612,0,95,3
0.134,0.866,0,0.4767,0,123,1
0,1,0,0,0,51,6
0.195,0.805,0,0.5255,0,81,0
0.17,0.607,0.223,-0.0772,0,112,2
0,1,0,0,0,93,8
0.369,0.631,0,0.7536,0,76,1
0,0.5,0.5,-0.25,0,21,0
0,1,0,0,0,14,0
0,1,0,0,0,97,2
0,0.915,0.085,-0.0516,0,74,0
0,1,0,0,0,33,0
0.166,0.834,0,0.4201,1,93,3
0.565,0.435,0,0.886,0,64,3
0.292,0.417,0.292,0,0,27,2
0.242,0.758,0,0.4939,0,57,4
0.304,0.696,0,0.5411,0,48,0
0,1,0,0,0,20,2
0.138,0.797,0.065,0.4816,1,124,0
0.787,0.213,0,0.5719,0,12,1
0.194,0.68,0.126,0.3382,0,87,2
0.765,0.235,0,0.7579,0,21,0
0.552,0.448,0,0.5719,0,17,0
0.381,0.619,0,0.5719,0,36,0
0.664,0.336,0,0.872,0,48,1
0.481,0.519,0,0.5719,0,30,1
0,0.256,0.744,-0.4404,0,13,0
0.089,0.633,0.278,-0.5423,0,90,0
0.244,0.756,0,0.4404,0,56,0
0,0.777,0.223,-0.3182,0,49,3
0.333,0.667,0,0.4576,0,43,0
0,0.519,0.481,-0.5719,0,33,4
0,0.799,0.201,-0.5826,0,86,0
0,0.451,0.549,-0.7263,0,47,0
0,1,0,0,0,19,3
0.607,0.393,0,0.4753,0,17,0
0.436,0.564,0,0.4753,0,33,3
0,1,0,0,0,70,1
0,1,0,0,0,33,0
0,1,0,0,0,50,1
0,1,0,0,0,26,0
0,0.786,0.214,-0.6229,0,73,2
0.765,0.235,0,0.7579,1,21,0
0,0.345,0.655,-0.5848,0,21,0
0.265,0.594,0.142,0.4019,0,88,1
0,1,0,0,0,37,0
0.318,0.51,0.172,0.3182,0,63,0
0,1,0,0,0,131,7
0,1,0,0,0,57,2
0.489,0.511,0,0.936,0,136,0
0.187,0.813,0,0.3182,0,71,1
0,0.781,0.219,-0.3052,0,46,3
0.178,0.484,0.338,-0.4545,0,64,0
0,1,0,0,0,96,3
0.157,0.843,0,0.0772,0,53,8
0,1,0,0,0,13,0
0,0.897,0.103,-0.3182,0,111,10
0,1,0,0,0,38,3
0,1,0,0,1,23,2
0,1,0,0,0,16,0
0,1,0,0,0,18,6
0.291,0.5,0.208,0.2481,0,62,1
0.729,0.271,0,0.8941,0,35,0
0.435,0.507,0.058,0.886,1,128,10
0,1,0,0,0,19,0
0.24,0.76,0,0.4871,2,55,0
0,1,0,0,0,47,2
0,1,0,0,3,88,0
0,1,0,0,0,73,2
0.098,0.902,0,0.0772,0,81,0
0,1,0,0,1,76,1
0,1,0,0,1,76,1
0,0.762,0.238,-0.2942,0,59,1
0,1,0,0,0,21,3
0,0.795,0.205,-0.4767,0,73,0
0,0.75,0.25,-0.3966,3,53,0
0,1,0,0,0,50,0
0.247,0.649,0.104,0.4939,0,81,0
0.354,0.646,0,0.658,1,69,6
0,0.788,0.212,-0.6486,0,117,1
0,1,0,0,0,24,0
0,1,0,0,0,97,1
0,0.709,0.291,-0.5707,0,50,0
0,1,0,0,0,16,0
0,1,0,0,0,38,2
0.178,0.822,0,0.0772,0,64,4
0.095,0.905,0,0.2732,0,115,5
0,1,0,0,0,67,2
1,0,0,0.6249,0,8,0
0.73,0.27,0,0.8439,0,41,0
0.421,0.511,0.068,0.8513,0,98,5
0.594,0.406,0,0.6588,0,28,1
0,1,0,0,0,24,0
0,1,0,0,0,18,0
0.132,0.711,0.157,-0.128,0,81,1
0.42,0.58,0,0.4404,0,26,1
0,1,0,0,0,21,1
0,1,0,0,0,51,0
0,1,0,0,0,20,3
0.447,0.553,0,0.9062,0,91,0
0,0.673,0.327,-0.5972,0,80,1
0,1,0,0,0,16,0
0,1,0,0,0,114,4
0,0.222,0.778,-0.5423,0,8,0
0,0.364,0.636,-0.5423,0,16,0
0,0.222,0.778,-0.5423,0,13,0
0.135,0.5,0.365,-0.6808,0,78,4
0,0.627,0.373,-0.8934,0,111,2
0,0.634,0.366,-0.6369,0,63,1
0.24,0.63,0.13,0.4229,0,99,2
0,0.792,0.208,-0.2732,0,70,2
0.663,0.337,0,0.87,0,59,14
0.344,0.656,0,0.7819,0,96,1
0.111,0.889,0,0.5023,1,142,0
0,0.663,0.337,-0.6776,0,71,8
0,0.533,0.467,-0.5423,0,36,2
0,0.791,0.209,-0.4019,1,99,2
0,1,0,0,1,40,0
0,1,0,0,1,27,0
0.466,0.534,0,0.7269,0,68,1
0.487,0.513,0,0.6948,1,82,5
0.307,0.409,0.284,0.2023,0,135,4
0,0.604,0.396,-0.8591,0,104,7
0.273,0.727,0,0.657,0,106,1
0.714,0.286,0,0.3612,0,21,0
0,1,0,0,0,10,0
0,0.512,0.488,-0.8236,0,50,1
0,0.563,0.437,-0.4767,0,31,3
0.427,0.487,0.087,0.8065,0,73,0
0,1,0,0,0,20,0
0,1,0,0,0,114,1
0.091,0.44,0.468,-0.8999,1,115,1
0.417,0.583,0,0.6468,1,46,0
0,1,0,0,0,87,5
0,1,0,0,0,28,0
0,1,0,0,0,95,3
0,1,0,0,0,64,3
0,0.613,0.387,-0.5837,0,37,0
0,1,0,0,0,32,3
0,1,0,0,0,29,0
0.318,0.682,0,0.6808,0,75,0
0,1,0,0,0,38,0
0,1,0,0,0,28,2
0.244,0.756,0,0.3089,0,46,0
0,1,0,0,0,21,0
0,1,0,0,0,64,3
0,1,0,0,0,53,3
0,1,0,0,0,75,0
0,1,0,0,0,52,0
0.343,0.532,0.125,0.5714,0,69,0
0,1,0,0,0,33,3
0,1,0,0,0,77,5
0,1,0,0,0,34,4
0.189,0.747,0.064,0.5418,0,124,4
0.156,0.694,0.15,0.0258,0,86,2
0,0.365,0.635,-0.5399,0,19,0
0,0.728,0.272,-0.3046,0,33,0
0.248,0.484,0.268,0.1027,1,132,4
0.352,0.648,0,0.5859,0,88,0
0.316,0.684,0,0.8074,0,127,2
0,1,0,0,0,33,0
0.202,0.798,0,0.0772,0,76,5
0,1,0,0,0,98,2
0.326,0.433,0.241,-0.3753,0,117,6
0.174,0.756,0.07,0.4215,0,99,3
0,0.795,0.205,-0.4753,0,78,9
0,0.743,0.257,-0.416,0,57,1
0,0.299,0.701,-0.69,0,15,0
0.146,0.854,0,0.4404,1,138,2
0.33,0.502,0.167,0.3111,0,67,3
0.214,0.786,0,0.5882,0,94,0
0,1,0,0,0,19,0
0.192,0.808,0,0.6166,0,136,2
0.162,0.74,0.099,0.2003,0,109,3
0.421,0.579,0,0.8065,0,67,2
0,1,0,0,0,23,1
0,1,0,0,0,64,1
0,1,0,0,0,63,1
0.355,0.645,0,0.296,0,22,1
0.367,0.633,0,0.4404,0,30,1
0,1,0,0,0,21,1
0.122,0.764,0.115,0.0397,0,91,2
0,1,0,0,0,25,1
0,1,0,0,0,30,0
0,1,0,0,0,8,0
0,1,0,0,0,19,3
0.116,0.665,0.219,-0.3527,2,107,0
0.213,0.608,0.179,0.1154,0,47,2
0,0.694,0.306,-0.296,0,34,3
0,1,0,0,0,138,2
0,1,0,0,0,23,2
0,0.787,0.213,-0.2244,1,38,0
0,1,0,0,0,41,1
0.077,0.728,0.196,-0.4481,0,98,2
0,0.392,0.608,-0.4767,0,20,1
0,1,0,0,0,18,1
0.377,0.623,0,0.843,0,88,0
0,1,0,0,0,35,1
0.114,0.738,0.148,-0.1406,0,77,2
0,1,0,0,0,32,5
0,1,0,0,0,32,0
0,0.444,0.556,-0.3612,0,21,0
0,0.278,0.722,-0.3818,0,14,1
0,1,0,0,0,110,1
0,0.858,0.142,-0.631,0,122,5
0,1,0,0,0,76,1
0,0.667,0.333,-0.5423,0,40,1
0.266,0.734,0,0.4404,0,55,2
0.316,0.349,0.335,0.186,0,45,3
0,1,0,0,0,34,0
0,0.878,0.122,-0.2057,0,99,5
0,0.794,0.206,-0.5267,0,133,4
0,0.668,0.332,-0.7154,0,73,3
0.363,0.455,0.182,0.3802,0,35,1
0,1,0,0,0,27,0
0.051,0.707,0.241,-0.7096,0,139,0
0,0.77,0.23,-0.3382,0,50,0
0.098,0.722,0.18,-0.508,0,145,2
0,1,0,0,0,58,5
0,1,0,0,0,11,2
0.296,0.704,0,0.5837,0,57,2
0.103,0.699,0.198,-0.1511,0,117,0
0.403,0.597,0,0.4019,0,25,0
0,0.746,0.254,-0.5267,0,64,0
0.403,0.31,0.287,0.5593,0,74,1
0,0.392,0.608,-0.4767,0,17,1
0,0.143,0.857,-0.7184,0,18,0
0,0.617,0.383,-0.4767,0,37,3
0.322,0.678,0,0.2263,0,26,0
0.482,0.518,0,0.8143,0,53,1
0.059,0.796,0.146,-0.4724,0,115,1
0,0.67,0.33,-0.4515,2,47,3
0,1,0,0,0,124,3
0.098,0.902,0,0.3612,0,136,2
0.537,0.463,0,0.7783,0,39,3
0.102,0.625,0.273,-0.54,2,136,4
0,1,0,0,0,27,0
0.605,0.395,0,0.8481,0,56,2
0,1,0,0,0,45,0
0,1,0,0,1,24,0
0,1,0,0,0,37,0
0,0.841,0.159,-0.1779,0,52,3
0,1,0,0,0,12,0
0,1,0,0,0,14,0
0,1,0,0,0,35,1
0.163,0.375,0.462,-0.5255,0,29,1
0,0.623,0.377,-0.3875,0,63,1
0,0.572,0.428,-0.4585,0,29,0
0,0.617,0.383,-0.4767,0,30,0
0,1,0,0,0,26,1
0,0.562,0.438,-0.831,0,63,1
0,0.756,0.244,-0.4404,0,54,2
0,0.675,0.325,-0.6486,0,73,2
0.451,0.177,0.373,0.1139,0,21,1
0,1,0,0,0,54,0
0,1,0,0,0,34,3
0,0.805,0.195,-0.4404,0,73,1
0.474,0.526,0,0.4023,0,22,0
0,0.659,0.341,-0.4767,0,34,0
0,0.64,0.36,-0.5423,0,55,4
0,0.711,0.289,-0.0572,0,31,1
0,1,0,0,0,24,1
0,0.49,0.51,-0.807,0,60,0
0,0.364,0.636,-0.5423,0,26,2
0.089,0.787,0.124,-0.2406,2,129,2
0.137,0.656,0.207,-0.3164,0,87,1
0.41,0.164,0.426,-0.0258,0,19,1
0.121,0.728,0.15,-0.1531,0,97,2
0.123,0.686,0.191,-0.34,0,79,1
0,0.466,0.534,-0.3167,0,21,1
0.208,0.662,0.13,0.3453,0,98,5
0,0.711,0.289,-0.7264,0,99,2
0.316,0.684,0,0.4995,0,54,1
0,1,0,0,0,103,3
0,0.77,0.23,-0.5083,0,70,0
0,0.543,0.457,-0.7096,1,51,0
0,0.682,0.318,-0.4215,0,46,3
0.379,0.527,0.094,0.7582,0,97,8
0,1,0,0,0,38,0
0.252,0.46,0.288,-0.1788,0,95,0
